Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/User Flow/AdminPT/TC_CheckSubmission,Firefox 139.0,Reviews submission details as an institution administrator.,,29-05-2025 01:17:54,29-05-2025 01:18:40,46.318s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/span_Pengajuan Konversi""))",Firefox 139.0,,,29-05-2025 01:17:55,29-05-2025 01:18:00,5.027s,PASSED
"click(findTestObject(""Page_Report - Simikro/td_Teknik Informatika""))",Firefox 139.0,,,29-05-2025 01:18:00,29-05-2025 01:18:08,8.666s,PASSED
"click(findTestObject(""Object Repository/Page_Report - Simikro/td_Eko Prasetyo""))",Firefox 139.0,,,29-05-2025 01:18:08,29-05-2025 01:18:16,7.812s,PASSED
takeFullPageScreenshot(),Firefox 139.0,,,29-05-2025 01:18:16,29-05-2025 01:18:19,2.952s,PASSED
"click(findTestObject(""Object Repository/Page_Report - Simikro/a_Rincian""))",Firefox 139.0,,,29-05-2025 01:18:19,29-05-2025 01:18:27,7.486s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_Report - Simikro/h2_Rincian        Laporan Akhir""))",Firefox 139.0,,,29-05-2025 01:18:27,29-05-2025 01:18:27,0.485s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Report - Simikro/i_Berkas Laporan_fas fa-file-pdf""), 0)",Firefox 139.0,,,29-05-2025 01:18:27,29-05-2025 01:18:28,0.427s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Report - Simikro/i_Berkas Laporan_fas fa-file-pdf""), STOP_ON_FAILURE)",Firefox 139.0,,,29-05-2025 01:18:28,29-05-2025 01:18:28,0.287s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Report - Simikro/i_Berkas Sertifikat_fas fa-file-pdf""), 0)",Firefox 139.0,,,29-05-2025 01:18:28,29-05-2025 01:18:28,0.373s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Report - Simikro/i_Berkas Sertifikat_fas fa-file-pdf""), STOP_ON_FAILURE)",Firefox 139.0,,,29-05-2025 01:18:28,29-05-2025 01:18:29,0.289s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Report - Simikro/i_Berkas Dokumentasi_fas fa-file-pdf""), 0)",Firefox 139.0,,,29-05-2025 01:18:29,29-05-2025 01:18:29,0.334s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Report - Simikro/i_Berkas Dokumentasi_fas fa-file-pdf""), STOP_ON_FAILURE)",Firefox 139.0,,,29-05-2025 01:18:29,29-05-2025 01:18:29,0.307s,PASSED
"scrollToElement(findTestObject(""Page_Report - Simikro/a_Back""), 0)",Firefox 139.0,,,29-05-2025 01:18:29,29-05-2025 01:18:30,0.321s,PASSED
"click(findTestObject(""Object Repository/Page_Report - Simikro/a_Back""))",Firefox 139.0,,,29-05-2025 01:18:30,29-05-2025 01:18:37,7.879s,PASSED
navigateToUrl(DashboardPage_TestEnv),Firefox 139.0,,,29-05-2025 01:18:37,29-05-2025 01:18:40,2.802s,PASSED
,,,,,,,
Test Cases/Common/TC_Logout,Firefox 139.0,Logs out the current user session.,,29-05-2025 01:18:40,29-05-2025 01:18:54,13.832s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/img_Simikro_profile-image rounded-circle""))",Firefox 139.0,,,29-05-2025 01:18:41,29-05-2025 01:18:41,0.813s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/button_Keluar""))",Firefox 139.0,,,29-05-2025 01:18:41,29-05-2025 01:18:42,0.537s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/button_Ya""))",Firefox 139.0,,,29-05-2025 01:18:42,29-05-2025 01:18:48,6.462s,PASSED
pageVerification.GoToWelcome.verifyWelcomePageIsDisplayed(),Firefox 139.0,,,29-05-2025 01:18:48,29-05-2025 01:18:50,1.603s,PASSED
takeFullPageScreenshot(STOP_ON_FAILURE),Firefox 139.0,,,29-05-2025 01:18:50,29-05-2025 01:18:51,0.812s,PASSED
closeBrowser(),Firefox 139.0,,,29-05-2025 01:18:51,29-05-2025 01:18:54,3.281s,PASSED
